Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2018-10-19,1967.9,1979.5,1959.05,1965.8,1967.34,93330.0,2919.0,183612156.0,45567.0,48.82,20.45,-2.1
2018-10-17,2014.95,2014.95,1965.0,1974.95,1994.98,54970.0,2299.0,109664049.0,17274.0,31.42,49.95,-40.0
2018-10-16,2010.0,2018.2,1989.0,1992.4,2000.24,81142.0,2263.0,162303705.0,28580.0,35.22,29.2,-17.6
2018-10-15,1998.0,2010.0,1970.9,2007.85,1995.33,52626.0,2480.0,105006006.0,19571.0,37.19,39.1,9.85
2018-10-12,1952.0,1996.25,1949.25,1979.0,1980.29,58153.0,1971.0,115159649.0,24548.0,42.21,47.0,27.0
2018-10-11,1940.0,1947.0,1920.75,1935.85,1929.96,107707.0,4087.0,207870482.0,36817.0,34.18,26.25,-4.15
2018-10-10,1957.0,1980.75,1937.0,1966.3,1962.11,269121.0,3336.0,528045660.0,149350.0,55.5,43.75,9.3
2018-10-09,1955.0,1963.95,1930.65,1942.55,1943.94,352663.0,3654.0,685556409.0,271363.0,76.95,33.3,-12.45
2018-10-08,1975.0,1975.0,1930.0,1945.95,1948.1,366767.0,8044.0,714497378.0,216682.0,59.08,45.0,-29.05
2018-10-05,1959.8,1990.5,1941.9,1962.85,1968.03,177047.0,6067.0,348434175.0,78029.0,44.07,48.6,3.05
2018-10-04,2016.9,2016.9,1941.0,1960.9,1980.62,407989.0,8552.0,808069354.0,273727.0,67.09,75.9,-56.0
2018-10-03,2043.0,2052.0,2007.5,2031.2,2031.44,73830.0,3247.0,149981317.0,23975.0,32.47,44.5,-11.8
2018-10-01,2015.0,2043.1,1999.6,2036.35,2019.43,123256.0,5345.0,248906928.0,62299.0,50.54,43.5,21.35
2018-09-28,1980.0,2014.4,1978.1,2005.65,2001.96,126775.0,5213.0,253798901.0,33334.0,26.29,36.3,25.65
2018-09-27,1980.0,1987.85,1957.7,1977.95,1971.38,75731.0,3678.0,149294827.0,34115.0,45.05,30.15,-2.05
2018-09-26,1960.0,1977.7,1956.5,1967.35,1966.5,94360.0,6247.0,185559405.0,50453.0,53.47,21.2,7.35
2018-09-25,1926.0,1959.0,1915.05,1951.7,1937.58,155156.0,6982.0,300626888.0,50363.0,32.46,43.95,25.7
2018-09-24,1971.0,1971.7,1916.1,1926.25,1943.41,165489.0,6950.0,321613136.0,69690.0,42.11,55.6,-44.75
2018-09-21,1988.0,1998.9,1913.8,1968.85,1967.78,124818.0,6319.0,245614725.0,44981.0,36.04,85.1,-19.15
2018-09-19,2000.0,2000.0,1957.0,1961.95,1969.23,240770.0,8161.0,474132114.0,129474.0,53.77,43.0,-38.05
2018-09-18,1992.0,2009.9,1980.75,1993.35,1994.51,81028.0,4091.0,161611512.0,36097.0,44.55,29.15,1.35
2018-09-17,2024.0,2024.0,1988.5,1992.45,1996.43,79542.0,5013.0,158800192.0,40896.0,51.41,35.5,-31.55
2018-09-14,2024.0,2036.6,2018.65,2029.2,2026.15,175225.0,4239.0,355031941.0,120715.0,68.89,17.95,5.2
2018-09-12,2006.0,2024.5,1990.0,2018.45,2012.61,177405.0,3533.0,357046403.0,111885.0,63.07,34.5,12.45
2018-09-11,2042.0,2042.8,1993.0,2000.2,2015.24,130487.0,4349.0,262962805.0,61264.0,46.95,49.8,-41.8
2018-09-10,2050.0,2057.0,2026.0,2042.4,2035.33,221310.0,3780.0,450439372.0,41889.0,18.93,31.0,-7.6
2018-09-07,2056.0,2062.0,2041.95,2057.85,2049.28,68997.0,2244.0,141394006.0,42097.0,61.01,20.05,1.85
2018-09-06,2050.0,2058.85,2033.0,2056.55,2048.84,89206.0,4411.0,182769100.0,50549.0,56.67,25.85,6.55
2018-09-05,2050.1,2060.4,2035.45,2044.15,2043.5,57254.0,3150.0,116998780.0,29506.0,51.54,24.95,-5.95
2018-09-04,2080.0,2080.0,2048.2,2052.0,2059.33,46327.0,2582.0,95402669.0,21794.0,47.04,31.8,-28.0
2018-09-03,2067.0,2078.65,2063.8,2074.3,2073.9,38032.0,2208.0,78874678.0,15998.0,42.06,14.85,7.3
2018-08-31,2065.0,2077.75,2055.0,2062.25,2065.97,59193.0,3326.0,122290830.0,29536.0,49.9,22.75,-2.75
2018-08-30,2078.45,2086.95,2060.0,2067.15,2074.68,161427.0,4027.0,334909199.0,128651.0,79.7,26.95,-11.3
2018-08-29,2097.0,2097.05,2072.5,2078.45,2082.38,94759.0,3622.0,197324407.0,47837.0,50.48,24.55,-18.55
2018-08-28,2082.05,2100.0,2079.0,2096.9,2089.34,50102.0,2650.0,104680342.0,20118.0,40.15,21.0,14.85
2018-08-27,2114.0,2114.0,2071.0,2079.75,2079.71,63315.0,2319.0,131677083.0,22527.0,35.58,43.0,-34.25
2018-08-24,2078.0,2092.3,2066.55,2070.55,2074.44,56595.0,1981.0,117402771.0,20588.0,36.38,25.75,-7.45
2018-08-23,2098.05,2107.55,2078.0,2081.4,2088.03,62152.0,3331.0,129774969.0,32234.0,51.86,29.55,-16.65
2018-08-21,2100.0,2111.9,2093.1,2094.85,2102.41,59274.0,3382.0,124618329.0,27636.0,46.62,18.8,-5.15
2018-08-20,2080.0,2107.0,2080.0,2097.1,2098.31,57943.0,3269.0,121582549.0,27791.0,47.96,27.0,17.1
2018-08-17,2084.85,2092.5,2071.7,2077.25,2082.2,41736.0,2256.0,86902668.0,14801.0,35.46,20.8,-7.6
2018-08-16,2088.0,2088.0,2066.4,2075.6,2074.37,69357.0,3881.0,143872005.0,35218.0,50.78,21.6,-12.4
2018-08-14,2104.8,2104.8,2087.4,2089.15,2096.16,47439.0,2633.0,99439718.0,18031.0,38.01,17.4,-15.65
2018-08-13,2075.0,2101.85,2075.0,2090.65,2087.74,73888.0,3187.0,154258821.0,27767.0,37.58,26.85,15.65
2018-08-10,2118.0,2125.05,2100.0,2115.0,2113.07,43574.0,2246.0,92074801.0,14311.0,32.84,25.05,-3.0
2018-08-09,2140.0,2144.7,2098.5,2118.65,2113.73,107262.0,4620.0,226722669.0,34010.0,31.71,46.2,-21.35
2018-08-08,2132.2,2150.0,2132.2,2136.85,2142.09,48716.0,2486.0,104353976.0,17465.0,35.85,17.8,4.65
2018-08-07,2129.0,2137.9,2109.0,2132.15,2125.12,45450.0,2013.0,96586827.0,14005.0,30.81,28.9,3.15
2018-08-06,2124.9,2137.0,2107.2,2115.2,2125.87,413991.0,3469.0,880091121.0,359557.0,86.85,29.8,-9.7
2018-08-03,2130.25,2146.3,2115.05,2121.0,2129.47,93651.0,2833.0,199427302.0,41783.0,44.62,31.25,-9.25
2018-08-02,2159.8,2159.8,2121.55,2129.25,2134.05,54888.0,2987.0,117133691.0,25038.0,45.62,38.25,-30.55
2018-08-01,2179.0,2179.0,2151.0,2157.35,2164.51,46975.0,2131.0,101677800.0,20094.0,42.78,28.0,-21.65
2018-07-31,2170.0,2187.9,2152.0,2181.05,2169.79,70098.0,3982.0,152098075.0,27071.0,38.62,35.9,11.05
2018-07-30,2204.15,2204.15,2163.15,2172.25,2174.05,64410.0,4164.0,140030358.0,26303.0,40.84,41.0,-31.9
2018-07-27,2205.9,2212.5,2185.95,2203.4,2200.32,55829.0,2426.0,122841597.0,24387.0,43.68,26.55,-2.5
2018-07-26,2173.05,2198.0,2170.0,2189.35,2185.92,45662.0,1852.0,99813349.0,17828.0,39.04,28.0,16.3
2018-07-25,2160.1,2176.8,2160.1,2173.7,2171.78,48921.0,1877.0,106245668.0,22022.0,45.02,16.7,13.6
2018-07-24,2155.05,2169.75,2150.0,2160.6,2162.88,71117.0,2685.0,153817266.0,30540.0,42.94,19.75,5.55
2018-07-23,2157.0,2177.7,2139.95,2157.75,2160.74,123422.0,6253.0,266683368.0,44509.0,36.06,37.75,0.75
2018-07-20,2189.0,2202.55,2171.2,2190.1,2184.85,60406.0,3444.0,131978191.0,30677.0,50.78,31.35,1.1
2018-07-19,2197.7,2197.7,2171.05,2185.7,2182.71,44507.0,2472.0,97145973.0,13247.0,29.76,26.65,-12.0
2018-07-18,2181.6,2219.05,2173.9,2176.05,2198.88,129032.0,7892.0,283725466.0,45312.0,35.12,45.15,-5.55
2018-07-17,2167.95,2181.25,2165.0,2176.7,2174.81,42109.0,3653.0,91579064.0,14404.0,34.21,16.25,8.75
2018-07-16,2180.0,2189.55,2163.8,2169.35,2173.08,45552.0,2815.0,98988220.0,21143.0,46.42,25.75,-10.65
2018-07-13,2170.0,2189.25,2161.5,2180.7,2180.39,57904.0,2758.0,126253034.0,23442.0,40.48,27.75,10.7
2018-07-12,2148.05,2179.1,2148.05,2165.2,2169.32,79971.0,3805.0,173482989.0,34427.0,43.05,31.05,17.15
2018-07-11,2143.25,2155.0,2135.0,2146.55,2147.95,39345.0,2483.0,84511040.0,14219.0,36.14,20.0,3.3
2018-07-10,2126.05,2150.0,2125.8,2147.1,2144.36,47222.0,1782.0,101260933.0,21410.0,45.34,24.2,21.05
2018-07-09,2116.5,2129.95,2108.75,2121.3,2119.23,223691.0,1872.0,474053068.0,13159.0,5.88,21.2,4.8
2018-07-06,2109.0,2134.5,2102.0,2114.05,2122.74,39399.0,1578.0,83633884.0,15294.0,38.82,32.5,5.05
2018-07-05,2103.25,2128.95,2092.3,2123.35,2118.18,50120.0,2193.0,106163413.0,18169.0,36.25,36.65,20.1
2018-07-04,2070.55,2109.1,2070.0,2103.0,2089.51,53028.0,2507.0,110802698.0,15659.0,29.53,39.1,32.45
2018-07-03,2080.0,2084.0,2065.9,2070.45,2073.11,45965.0,1883.0,95290683.0,20990.0,45.67,18.1,-9.55
2018-07-02,2086.25,2113.35,2065.0,2073.2,2090.91,76455.0,1981.0,159860465.0,41620.0,54.44,48.35,-13.05
2018-06-29,2127.9,2138.95,2105.05,2108.05,2121.13,43690.0,1770.0,92672192.0,9282.0,21.25,33.9,-19.85
2018-06-28,2113.0,2140.0,2112.45,2132.9,2126.98,62381.0,3134.0,132683202.0,21668.0,34.73,27.55,19.9
2018-06-27,2085.6,2118.0,2085.6,2111.65,2110.13,75587.0,3516.0,159498467.0,25830.0,34.17,32.4,26.05
2018-06-26,2076.0,2103.7,2076.0,2093.05,2094.87,70809.0,2888.0,148335560.0,24833.0,35.07,27.7,17.05
2018-06-25,2085.0,2097.0,2074.3,2093.95,2089.94,56755.0,1999.0,118614492.0,15685.0,27.64,22.7,8.95
2018-06-22,2060.0,2087.7,2049.7,2081.8,2065.93,72153.0,1847.0,149062835.0,20492.0,28.4,38.0,21.8
2018-06-21,2067.0,2071.0,2049.2,2056.7,2058.25,102755.0,2721.0,211495347.0,29452.0,28.66,21.8,-10.3
2018-06-20,2029.0,2058.7,2024.75,2055.7,2044.48,191577.0,1837.0,391676100.0,157789.0,82.36,33.95,26.7
2018-06-19,2022.05,2039.9,2019.7,2025.4,2029.61,51823.0,2026.0,105180324.0,18684.0,36.05,20.2,3.35
2018-06-18,2035.7,2037.5,2009.75,2021.35,2019.85,66293.0,2243.0,133901902.0,17908.0,27.01,27.75,-14.35
2018-06-15,2040.8,2040.8,2020.9,2030.7,2031.31,38518.0,1810.0,78241851.0,14027.0,36.42,19.9,-10.1
2018-06-14,2038.0,2045.0,2030.0,2037.15,2039.61,79123.0,3364.0,161379719.0,22005.0,27.81,15.0,-0.85
2018-06-13,2045.0,2054.9,2027.0,2035.25,2035.51,72157.0,2057.0,146876497.0,39550.0,54.81,27.9,-9.75
2018-06-12,2048.0,2052.5,2039.05,2044.75,2045.31,42009.0,2692.0,85921610.0,16756.0,39.89,13.45,-3.25
2018-06-11,2052.0,2062.35,2040.1,2045.15,2051.63,44793.0,2101.0,91898753.0,16426.0,36.67,22.25,-6.85
2018-06-08,2050.55,2060.0,2037.0,2050.1,2046.96,60674.0,2317.0,124197017.0,18526.0,30.53,23.0,-0.45
2018-06-07,2065.0,2079.5,2053.9,2064.85,2070.74,60491.0,1965.0,125261218.0,17978.0,29.72,25.6,-0.15
2018-06-06,2059.0,2107.35,2046.5,2059.15,2060.92,144201.0,3854.0,297187119.0,34968.0,24.25,60.85,0.15
2018-06-05,2050.0,2068.0,2025.0,2060.55,2050.16,138025.0,5014.0,282973775.0,22745.0,16.48,43.0,10.55
2018-06-04,2154.2,2170.05,2038.4,2046.55,2098.43,724704.0,16135.0,1520737948.0,185573.0,25.61,131.65,-107.65
2018-06-01,2124.0,2135.7,2100.65,2109.55,2115.15,294103.0,8005.0,622072155.0,55584.0,18.9,35.05,-14.45
2018-05-31,2100.05,2150.0,2081.5,2136.15,2112.66,284817.0,8366.0,601722507.0,69673.0,24.46,68.5,36.1
2018-05-30,2030.0,2055.0,2020.3,2046.85,2040.25,39906.0,1364.0,81418409.0,13891.0,34.81,34.7,16.85
2018-05-29,2042.3,2050.25,2030.0,2032.75,2039.29,30769.0,1094.0,62746861.0,11124.0,36.15,20.25,-9.55
2018-05-28,2015.0,2051.35,2010.0,2042.3,2038.46,68015.0,2267.0,138646157.0,25262.0,37.14,41.35,27.3
2018-05-25,1997.9,2016.5,1990.0,2011.65,2005.78,63915.0,2621.0,128199238.0,26704.0,41.78,26.5,13.75
2018-05-24,1967.0,1990.0,1957.0,1985.9,1965.29,337440.0,1472.0,663167096.0,312422.0,92.59,33.0,18.9
2018-05-23,1985.0,1990.0,1961.0,1966.95,1974.17,43587.0,2767.0,86047985.0,19945.0,45.76,29.0,-18.05
2018-05-22,1999.0,2014.55,1988.0,1991.15,1997.82,29737.0,1875.0,59409267.0,14203.0,47.76,26.55,-7.85
2018-05-21,2004.75,2021.9,1986.05,1991.9,1994.65,34527.0,1725.0,68869289.0,13877.0,40.19,35.85,-12.85
2018-05-18,2028.0,2028.0,2005.0,2012.9,2015.04,114928.0,2335.0,231584640.0,70112.0,61.01,23.0,-15.1
2018-05-17,2027.85,2041.0,2013.05,2027.4,2022.77,39487.0,1578.0,79873243.0,12154.0,30.78,27.95,-0.45
2018-05-16,2035.0,2047.65,2018.05,2024.45,2032.88,74596.0,1856.0,151644540.0,32528.0,43.61,29.6,-10.55
2018-05-15,2021.35,2064.9,2021.0,2039.2,2041.47,420460.0,3827.0,858357242.0,43503.0,10.35,43.9,17.85
2018-05-14,2017.0,2026.7,2012.7,2021.2,2021.46,59944.0,3474.0,121174272.0,27907.0,46.56,14.0,4.2
2018-05-11,1990.0,2015.95,1985.1,2010.65,2002.53,94369.0,2941.0,188976313.0,43221.0,45.8,30.85,20.65
2018-05-10,1990.0,1998.3,1983.6,1989.7,1991.48,55537.0,2884.0,110600654.0,23955.0,43.13,14.7,-0.3
2018-05-09,1965.0,1982.0,1958.15,1979.0,1975.17,52999.0,2005.0,104681993.0,19073.0,35.99,23.85,14.0
2018-05-08,1979.0,1979.0,1955.0,1966.6,1962.88,64857.0,1657.0,127306437.0,26382.0,40.68,24.0,-12.4
2018-05-07,1984.5,1987.85,1974.0,1979.75,1975.83,267893.0,2986.0,529312323.0,228385.0,85.25,13.85,-4.75
2018-05-04,1967.0,1989.95,1967.0,1987.85,1980.94,49682.0,1634.0,98417141.0,22966.0,46.23,22.95,20.85
2018-05-03,1965.0,1974.9,1947.3,1967.55,1964.65,52302.0,1494.0,102754911.0,24835.0,47.48,27.6,2.55
2018-05-02,1948.35,1978.7,1947.3,1970.35,1965.48,93144.0,2838.0,183072711.0,45804.0,49.18,31.4,22.0
2018-04-30,1929.0,1954.95,1928.5,1944.6,1947.2,70459.0,2004.0,137197443.0,30455.0,43.22,26.45,15.6
2018-04-27,1926.0,1934.75,1912.0,1922.85,1920.5,297361.0,4203.0,571081627.0,247835.0,83.34,22.75,-3.15
2018-04-26,1920.0,1937.45,1913.05,1930.3,1930.37,32982.0,1322.0,63667345.0,11495.0,34.85,24.4,10.3
2018-04-25,1935.0,1938.7,1914.25,1917.2,1923.14,54215.0,2063.0,104263132.0,23953.0,44.18,24.45,-17.8
2018-04-24,1938.7,1948.6,1927.0,1936.0,1936.34,65222.0,1970.0,126292004.0,24077.0,36.92,21.6,-2.7
2018-04-23,1984.0,1984.0,1894.85,1933.05,1946.18,243684.0,6832.0,474253912.0,55279.0,22.68,89.15,-50.95
2018-04-20,1942.0,1967.9,1932.85,1960.95,1946.05,74220.0,1816.0,144435899.0,22203.0,29.92,35.05,18.95
2018-04-19,1938.0,1945.0,1934.1,1941.95,1939.4,29021.0,996.0,56283444.0,10104.0,34.82,10.9,3.95
2018-04-18,1949.0,1953.4,1933.0,1937.05,1945.01,25513.0,1200.0,49623060.0,8516.0,33.38,20.4,-11.95
2018-04-17,1940.0,1955.0,1935.0,1947.4,1944.78,28693.0,1356.0,55801680.0,8812.0,30.71,20.0,7.4
2018-04-16,1923.9,1948.95,1922.35,1938.65,1938.61,34261.0,1434.0,66418721.0,14358.0,41.91,26.6,14.75
2018-04-13,1927.0,1938.85,1920.0,1928.05,1930.33,34954.0,1534.0,67472699.0,14812.0,42.38,18.85,1.05
2018-04-12,1924.9,1930.0,1905.45,1926.3,1920.76,32021.0,1285.0,61504680.0,11134.0,34.77,24.55,1.4
2018-04-11,1922.0,1922.0,1904.85,1916.25,1913.89,20828.0,926.0,39862457.0,7935.0,38.1,17.15,-5.75
2018-04-10,1950.0,1950.0,1914.15,1919.1,1921.18,48084.0,2235.0,92378175.0,17738.0,36.89,35.85,-30.9
2018-04-09,1922.5,1941.2,1919.15,1938.5,1936.27,48885.0,2650.0,94654383.0,21233.0,43.43,22.05,16.0
2018-04-06,1911.0,1926.05,1906.6,1922.7,1919.19,42773.0,1296.0,82089464.0,11947.0,27.93,19.45,11.7
2018-04-05,1909.95,1914.0,1892.45,1907.7,1902.22,51535.0,1478.0,98030765.0,19866.0,38.55,21.55,-2.25
2018-04-04,1917.5,1925.1,1880.25,1884.8,1900.61,111322.0,1997.0,211579916.0,73255.0,65.8,44.85,-32.7
2018-04-03,1925.0,1925.0,1911.8,1916.1,1916.84,43455.0,2877.0,83296203.0,17665.0,40.65,13.2,-8.9
2018-04-02,1892.0,1934.5,1892.0,1930.45,1919.26,66424.0,2226.0,127484828.0,22921.0,34.51,42.5,38.45
2018-03-28,1889.85,1901.0,1877.5,1891.45,1890.35,83212.0,2318.0,157299518.0,29806.0,35.82,23.5,1.6
2018-03-27,1890.0,1900.0,1875.8,1893.2,1887.86,85130.0,1879.0,160713807.0,37281.0,43.79,24.2,3.2
2018-03-26,1841.0,1910.3,1834.6,1893.15,1868.19,111884.0,3227.0,209020591.0,36443.0,32.57,75.7,52.15
2018-03-23,1855.0,1855.0,1836.0,1839.6,1842.86,139082.0,3118.0,256309208.0,66959.0,48.14,19.0,-15.4
2018-03-22,1862.8,1880.45,1855.05,1868.3,1873.11,82179.0,2422.0,153930645.0,38110.0,46.37,25.4,5.5
2018-03-21,1855.0,1863.55,1845.2,1857.65,1853.88,104364.0,1859.0,193478307.0,43895.0,42.06,18.35,2.65
2018-03-20,1840.0,1854.9,1836.1,1839.2,1844.83,39416.0,1174.0,72715790.0,18116.0,45.96,18.8,-0.8
2018-03-19,1859.9,1860.2,1846.4,1849.65,1853.02,88929.0,1577.0,164787179.0,54036.0,60.76,13.8,-10.25
2018-03-16,1898.85,1898.85,1850.95,1857.5,1871.0,206884.0,1444.0,387079685.0,13140.0,6.35,47.9,-41.35
2018-03-15,1865.0,1888.25,1865.0,1880.1,1878.89,78917.0,1688.0,148276142.0,43364.0,54.95,23.25,15.1
2018-03-14,1850.15,1879.7,1850.0,1865.35,1859.11,31821.0,1509.0,59158720.0,12858.0,40.41,29.7,15.2
2018-03-13,1859.3,1885.45,1856.0,1859.9,1871.98,53564.0,1518.0,100270693.0,20765.0,38.77,29.45,0.6
2018-03-12,1855.4,1869.25,1855.0,1866.7,1863.47,74958.0,1290.0,139682236.0,52011.0,69.39,14.25,11.3
2018-03-09,1855.0,1863.65,1846.0,1853.2,1856.51,54573.0,2298.0,101315287.0,21311.0,39.05,17.65,-1.8
2018-03-08,1859.95,1859.95,1833.1,1851.45,1840.51,644880.0,1951.0,1186904991.0,602110.0,93.37,26.85,-8.5
2018-03-07,1845.0,1852.0,1830.0,1834.45,1840.07,50497.0,1744.0,92917903.0,19893.0,39.39,22.0,-10.55
2018-03-06,1875.0,1879.25,1843.0,1851.95,1863.9,40330.0,1560.0,75170907.0,15930.0,39.5,36.25,-23.05
2018-03-05,1875.0,1875.65,1860.0,1872.05,1869.3,31710.0,1545.0,59275401.0,13275.0,41.86,15.65,-2.95
2018-03-01,1875.0,1893.95,1872.0,1877.75,1885.98,25544.0,1035.0,48175567.0,11290.0,44.2,21.95,2.75
2018-02-28,1893.8,1894.0,1878.75,1883.8,1884.48,34697.0,1241.0,65385796.0,12693.0,36.58,15.25,-10.0
2018-02-27,1912.05,1922.5,1894.15,1904.25,1909.79,84881.0,1322.0,162104642.0,64904.0,76.46,28.35,-7.8
2018-02-26,1888.0,1920.0,1884.2,1909.95,1904.94,70244.0,2707.0,133810688.0,36218.0,51.56,35.8,21.95
2018-02-23,1856.0,1882.85,1853.35,1879.8,1871.81,49314.0,1402.0,92306489.0,14774.0,29.96,29.5,23.8
2018-02-22,1853.6,1859.2,1842.0,1854.95,1850.1,56964.0,1736.0,105389095.0,17280.0,30.33,17.2,1.35
2018-02-21,1865.0,1875.0,1853.3,1859.35,1860.04,49984.0,1452.0,92972150.0,20780.0,41.57,21.7,-5.65
2018-02-20,1887.0,1887.0,1858.9,1863.7,1873.82,44018.0,1216.0,82481711.0,13218.0,30.03,28.1,-23.3
2018-02-19,1881.25,1886.0,1858.65,1874.75,1872.75,27720.0,1053.0,51912619.0,8356.0,30.14,27.35,-6.5
2018-02-16,1884.0,1894.0,1876.05,1879.75,1883.34,39662.0,1553.0,74696913.0,17032.0,42.94,17.95,-4.25
2018-02-15,1881.3,1894.45,1875.35,1881.25,1882.64,54515.0,1934.0,102632098.0,24142.0,44.29,19.1,-0.05
2018-02-14,1881.25,1897.95,1876.65,1884.35,1888.64,50878.0,2094.0,96090407.0,24632.0,48.41,21.3,3.1
2018-02-12,1860.0,1883.6,1859.45,1876.55,1872.38,84566.0,2637.0,158339483.0,37557.0,44.41,24.15,16.55
2018-02-09,1855.0,1864.95,1846.0,1852.6,1854.01,98569.0,3065.0,182747568.0,37082.0,37.62,18.95,-2.4
2018-02-08,1880.0,1898.85,1867.25,1880.05,1885.51,71905.0,2227.0,135577555.0,30102.0,41.86,31.6,0.05
2018-02-07,1905.0,1935.0,1860.0,1871.4,1876.23,159065.0,5501.0,298443214.0,83977.0,52.79,75.0,-33.6
2018-02-06,1873.7,1911.0,1837.0,1897.45,1869.29,218075.0,5833.0,407644569.0,82017.0,37.61,74.0,23.75
2018-02-05,1930.0,1933.7,1900.0,1913.95,1918.6,52569.0,1877.0,100858740.0,26277.0,49.99,33.7,-16.05
2018-02-02,1985.0,1985.0,1938.0,1948.8,1964.95,77479.0,2255.0,152242053.0,40291.0,52.0,47.0,-36.2
2018-02-01,2007.0,2014.0,1986.1,1992.25,2001.12,79163.0,2389.0,158414737.0,21872.0,27.63,27.9,-14.75
2018-01-31,1990.0,2011.9,1990.0,2006.35,2001.23,214428.0,2581.0,429120315.0,145234.0,67.73,21.9,16.35
2018-01-30,2000.0,2005.0,1985.0,1998.85,1994.63,96007.0,2274.0,191498791.0,33071.0,34.45,20.0,-1.15
2018-01-29,1975.0,2007.0,1975.0,1999.55,1995.05,98030.0,2706.0,195575157.0,40245.0,41.05,32.0,24.55
2018-01-25,1960.0,1978.95,1945.45,1970.25,1964.06,99968.0,2204.0,196343126.0,23723.0,23.73,33.5,10.25
2018-01-24,1964.4,1969.9,1944.25,1959.7,1948.42,290159.0,2043.0,565352987.0,27272.0,9.4,25.65,-4.7
2018-01-23,1960.0,1964.7,1944.1,1951.3,1950.94,727190.0,2890.0,1418701363.0,692537.0,95.23,20.6,-8.7
2018-01-22,1960.0,1986.0,1956.0,1963.8,1970.74,394531.0,5920.0,777516219.0,264766.0,67.11,30.0,3.8
2018-01-19,1935.0,1959.8,1919.85,1951.2,1946.7,133493.0,3924.0,259871305.0,24716.0,18.51,39.95,16.2
2018-01-18,1920.0,1953.75,1918.55,1931.8,1940.03,195916.0,5243.0,380082865.0,57297.0,29.25,35.2,11.8
2018-01-17,1900.0,1902.25,1886.4,1891.1,1892.97,48466.0,1307.0,91744882.0,20350.0,41.99,15.85,-8.9
2018-01-16,1897.25,1909.8,1890.0,1903.7,1901.47,97349.0,2453.0,185106536.0,33290.0,34.2,19.8,6.45
2018-01-15,1865.0,1900.95,1861.0,1894.65,1889.54,98409.0,2707.0,185947291.0,31229.0,31.73,39.95,29.65
2018-01-12,1866.55,1878.4,1860.3,1865.65,1869.23,54327.0,1209.0,101549821.0,18020.0,33.17,18.1,-0.9
2018-01-11,1860.0,1875.0,1857.05,1870.1,1867.19,34361.0,984.0,64158647.0,13188.0,38.38,17.95,10.1
2018-01-10,1865.0,1869.15,1858.25,1862.5,1862.56,33210.0,993.0,61855610.0,13249.0,39.89,10.9,-2.5
2018-01-09,1872.0,1872.0,1855.65,1863.55,1861.79,28242.0,916.0,52580685.0,13866.0,49.1,16.35,-8.45
2018-01-08,1865.0,1870.65,1857.1,1859.7,1861.0,32865.0,1001.0,61161734.0,16627.0,50.59,13.55,-5.3
2018-01-05,1859.0,1868.6,1832.95,1860.45,1860.82,106758.0,1705.0,198657204.0,18793.0,17.6,35.65,1.45
2018-01-04,1858.0,1866.1,1855.0,1857.3,1860.01,23247.0,676.0,43239646.0,9736.0,41.88,11.1,-0.7
2018-01-03,1874.0,1877.35,1850.7,1852.65,1859.12,44464.0,1263.0,82663993.0,23881.0,53.71,26.65,-21.35
2018-01-02,1857.1,1875.25,1857.1,1872.7,1867.45,45187.0,1202.0,84384398.0,16267.0,36.0,18.15,15.6
2018-01-01,1873.0,1880.2,1850.1,1857.0,1868.46,41653.0,1031.0,77826782.0,14296.0,34.32,30.1,-16.0
2017-12-29,1877.0,1880.0,1868.6,1873.55,1875.12,33637.0,743.0,63073294.0,11168.0,33.2,11.4,-3.45
2017-12-28,1862.0,1878.5,1859.0,1874.65,1871.23,105554.0,2056.0,197515982.0,54062.0,51.22,19.5,12.65
2017-12-27,1878.0,1878.0,1851.1,1857.85,1862.16,43177.0,931.0,80402677.0,23860.0,55.26,26.9,-20.15
2017-12-26,1877.35,1878.0,1857.0,1865.7,1865.38,62820.0,1634.0,117183173.0,28107.0,44.74,21.0,-11.65
2017-12-22,1874.0,1880.85,1863.15,1877.35,1870.3,619520.0,1959.0,1158690800.0,40821.0,6.59,17.7,3.35
2017-12-21,1871.25,1884.4,1865.0,1868.15,1872.28,63257.0,1809.0,118434727.0,19297.0,30.51,19.4,-3.1
2017-12-20,1901.0,1905.0,1864.95,1868.05,1887.15,102519.0,3121.0,193468981.0,46466.0,45.32,40.05,-32.95
2017-12-19,1885.0,1894.0,1875.75,1885.15,1884.77,63157.0,1503.0,119036570.0,19803.0,31.36,18.25,0.15
2017-12-18,1863.0,1900.1,1811.3,1877.95,1875.73,162285.0,3877.0,304402835.0,50588.0,31.17,88.8,14.95
2017-12-15,1850.0,1887.45,1850.0,1873.05,1878.85,116374.0,4025.0,218649841.0,50870.0,43.71,37.45,23.05
2017-12-14,1815.0,1844.0,1814.0,1837.2,1829.14,83670.0,1354.0,153043785.0,38496.0,46.01,30.0,22.2
2017-12-13,1823.0,1844.85,1815.85,1821.8,1831.58,3641254.0,1255.0,6669244005.0,9943.0,0.27,29.0,-1.2
2017-12-12,1841.0,1846.0,1820.0,1824.05,1829.67,35911.0,1083.0,65705182.0,11428.0,31.82,26.0,-16.95
2017-12-11,1830.2,1855.95,1830.2,1849.8,1849.62,120082.0,1145.0,222106013.0,96854.0,80.66,25.75,19.6
